,TAMSIOS RUGINĖS DUONOS          ,DARK RYE BREAD,kg,"Price, DKK",EAN code
Tic tac,Draže TIC TAC mint,,18g,8.00,80052043
Tic tac,Draže TIC TAC orange,,18g,8.00,80052333
Tic tac,Draže TIC TAC 100 fresh mint,,49g,15.00,4008400395029
Tic tac,Draže TIC TAC mango-guava and mint-guarana,,49g,15.00,8000500189597
Tic tac,Draže TIC TAC “Dream of Costa Rica” ananas,,49g,15.00,8000500172339
Mynthon,Pastilės MYNTHON Extra Strong,,34g,12.00,6410600050437
,MEDUOLAI/ RIESTAINIAI/ SAUSAINIAI/ VAFLIAI/ VAFLINIAI TORTAI,,kg,"Price, DKK",EAN code
Skanėsis,Meduoliai su karamele,,250g,15.00,
Skanėsis,Meduoliai su kondensuotu pienu,,250g,15.00,
Skanėsis,Meduoliai pieniniai,,250g,14.00,
ADUGS,"Meduoliai,grietininiai",,250g,15.00,4751000171646
ADUGS,Meduoliai kaimiški,,250g,15.00,4751000171714
Javinė,Meduoliai pieniniai,,250g,14.00,4770049061558
JDC,Meduoliai su medum,,250g,14.00,4779019990423
JDC,Meduoliai “Kaimiški”,,200g,14.00,4779019991468
JDC,Riestainiai arbatiniai,,280g,15.00,4779019990360
Skanėsis,Avižiniai sausainiai su pienu,,180g,14.00,4779030890641
Skanėsis,Avižiniai sausainiai su šokolado gabaliukais,,180g,14.00,4779030890665
Leelo,Avižiniai sausainiai,,500g,24.00,4740320001467
Leelo,Avižiniai sausainiai su razinomis,,500g,24.00,4740320005939
Leelo,Avižiniai sausainiai su riešutais,,500g,24.00,4740320002617
Vilniaus pergalė,Sausainiai GAIDELIS “Klasika”,,180g,10.00,4770179162316
Vilniaus pergalė,Sausainiai GAIDELIS su fruktoze,,180g,10.00,4770179162729
Vilniaus pergalė,Sausainiai GAIDELIS si aguonomis,,180g,10.00,4770179162330
Laima,Sausainiai SELGA “Classic”,,180g,10.00,4750007689512
Laima,Sausainiai SELGA šokolado skonio,,180g,10.00,4750007689536
Laima,Sausainiai SELGA airiško kremo skonio,,180g,10.00,4750007689553
Laima,Sausainiai SELGA klevų sirupo skonio,,180g,10.00,4750007848032
Laima,Sausainiai SELGA su razinomis,,180g,10.00,4750007848582
Laima,Sausainiai SELGA su obuolių gabaliukais,,180g,10.00,4750007848766
Laima,Sausainiai SELGA sutirštinto pieno skonio,,180g,10.00,4750007689574
Laima,Sausainiai SELGA su bananų skoniu,,180g,10.00,4750007848360
Laima,Vafliai SELGA šokolado skonio,,90g,8.00,4750007817793
Laima,Vafliai SELGA citrinų skonio,,90g,8.00,4750007817748
Laima,Vafliai SELGA lazdynų riešutų skonio,,90g,8.00,4750007848216
Laima,Vafliai SELGA vanilės skonio,,90g,8.00,4750007848575
Albava,Lakštiniai vafliai,,200g,16.00,4771441215044
Klaipėdos duona,Apvalūs vafliniai lakštai,,90g,15.00,4770217310525
,"Biskvito lakštai tortui,vaniliniai, 400 g",,,27.00,
,"Biskvito lakštai tortui, šokoladiniai, 400 g",,,27.00,
Laima,Vaflinis tortas “Laimongoji karvutė”,,300g,29.00,4750007897306
Laima,Vaflinis tortas šokoladinis su šokolado gabaliukais “Trifele”,,350g,39.00,4750007848223
Laima,Vaflinis tortas chalvos skonio “Halva”,,300g,35.00,4750007847967
Laima,Glaistytas vaflinis tortas “Voverytė”,,250g,27.00,4750007291036
Laima,Vaflinis tortas “Selga” (batonėlis) su migdolais,,40g,5.00,4750007848520
Laima,Vaflinis tortas “Selga” (batonėlis) su lazdyno riešutais,,40g,5.00,4750007848513
,JAVAINIAI/ DŽIŪVĖSIAI/ TRAPUČIAI/ TRAŠKUČIAI,,kg,"Price, DKK",EAN code
OHO,Javainiai su braškių skonio įdaru,,150g,18.00,4770149202950
OHO,Javainiai su karamelės skonio įdaru,,150g,18.00,4770149202981
OHO,Javainiai su šokolado skonio įdaru,,150g,18.00,4770149202967
Javinė,Javinukai “Mažesni” aviečių skonio,,150g,15.00,4770049064269
Javinė,Javinukai “Mažesni” sutirštinto pieno skonio,,150g,15.00,4770049064276
Vilniaus Duona,Džiūvėsiai vaniliniai,,250g,18.00,4770163195481
Vilniaus Duona,Džiūvėsiai pieniniai,,250g,18.00,4770163195191
Vilniaus Duona,Džiūvėsiai su aguonomis,,250g,18.00,4770163195474
Galinta,Ryžių trapučiai originalūs,,100g,14.00,4770205122109
Galinta,Ryžių trapučiai su grikiais,,100g,14.00,4770205122116
Ustukių Malūnas,Trapučiai “Speltų”,Spelt cakes,100g,14.00,4770140195473
Ustukių Malūnas,Trapučiai “Kviečių”,Wheat cakes,100g,14.00,4770140195411
Vilniaus Duona,Traškučiai AGUONĖLĖ,,250g,18.00,4770163190592
,"Traškučiai ARBATINIAI, 250 g",,,18.00,
,"Vaniliniai traškučiai JAVINĖ, 300g",,,18.00,
Javinė,Traškučiai su kmynais,,150g,11.00,4770049064436
,"Traškučiai su glazūra SKANĖSIS,150g",,,16.00,
,ŠAKOTIS/ SKRUZDĖLYNAS,,kg,"Price, DKK",EAN code
Danitės šakotis,Šakotis (vieneto svoris apie 0.5-1.5 kg),,,135/kg,skirtingi barkodai
,"Skruzdėlynas,fasuotas dėžutėje 200g",,,22.00,2593784002004
J.Špakauskienės,Skruzdėlynas vnt 500g.,,"~ 0,5",120/kg,skirtingi barkodai
,BISKVITAI,,kg,"Price, DKK",EAN code
Sanitex,Kakavos skonio biskvitai,,400g,38.00,8592794014810
Sanitex,Vanilės skonio biskvitai,,400g,38.00,8592794014803
,KEPTA/ DŽIOVINTA/ SKRUDINTA DUONA,,kg,"Kaina, DKK",EAN code
,Skrudinta duona KAZIUKO (ind.),,130g,13.00,4770763191029
,"Skrudinta duona ALUDARIŲ ,DIO",,90g,8.00,
,Kepta duona su česnakais,,100g,10.00,
,Kepta duona su saulėgrąžomis su česnakais Sveriama,,,110/kg,no barcode
,Kepta duona su saulėgrąžomis su česnakais (dežutė),,"1,5 kg",150.00,no barcode
Biržų duona,Kepta duona,,100g,10.00,4770078193602
Biržų duona,Džiovintos duonos riekelės “Miltė” ,,190g,15.00,4770078193749
Biržų duona,Džiovintos duonos riekelės “Miltė” su vaisiais ir riešutais,,190g,15.00,4770078194067
Duonė,Duonos traškučiai “Memelio” su česnaku,,100g,10.00,4779022050114
Gudobelė,Duonos traškučiai “Bon chance” su barbekiu skonio prieskonių mišiniu,,120g,12.00,4770350142670
Gudobelė,Duonos traškučiai “Bon chance” su juodųjų pipirų ir grietinės skonio prieskonių mišiniu,,120g,12.00,4770350020046
Gudobelė,Duonos traškučiai “Bon chance” su česnakų prieskonių mišiniu,,120g,12.00,4770350141475
Gudobelė,Duonos traškučiai “Bon chance” su sūrio ir česnakų prieskonių mišiniu,,120g,12.00,4770350141505
Gudobelė,Duonos traškučiai “Bon chance” grietinės skonio su svogunų laiškų prieskonių mišiniu,,120g,12.00,4770350142120
Gudobelė,Duonos traškučiai “Bon chance” su Chalapos paprikų prieskonių mišiniu,,120g,12.00,4770350141482
Gudobelė,Duonos traškučiai “Bon chance” su saliamo skonio prieskonių mišiniu,,120g,12.00,4770350141499
Gudobelė,Duonos traškučiai “Bon chance” su svogunų ir grietinės skonio prieskonių mišiniu,,120g,12.00,4770350141741
,BULVIŲ TRAŠKUČIAI,,kg,"Price, DKK",EAN code
Estrella,Bulvių traškučiai su krapais,,150g,18.00,4779028340172
Estrella,Bulvių traškučiai kaimiškos grietinės ir svogūnų skonio,,150g,18.00,4779028340134
Estrella,Bulvių traškučiai švelnaus sūrio skonio,,140g,18.00,4779028343340
Estrella,Bulvių traškučiai ant grotelių kepto bekono skonio,,140g,18.00,4779028343708
Estrella,Bulvių traškučiai svogūnėlių ir sūrio skonio,,150g,18.00,4779028342060
,ŽUVIES UŽKANDA PRIE ALAUS,,kg,"Price, DKK",EAN code
SIA VEGA,Kalmaro žiedai BEER CLUB Classic,SQUID. Squid rings BEER CLUB Classic,43g,20.00,4751013350069
SIA VEGA,Vytintas kalmaras BEER CLUB Classic,STAVRIDA. Dried yellow striped fish,43g,20.00,4751013350069
SIA VEGA,Vytintos stauridos BEER CLUB Classic,PUTASU. Dried blue whiting,36g,10.00,4751013350106
SIA VEGA,Šiauriniai merlangai BEER CLUB Classic,ANCHOVY Fish'ka,36g,10.00,4751013350076
SIA VEGA,Vytintas ančiuvis Fisk'ka,STAVRIDA. Dried yellow striped fish Fish'ka,20g,10.00,4751013350090
SIA VEGA,Vytintos staurindos Fish'ka,PUTASU. Dried blue whiting Fish'ka,20g,10.00,4751013350014
SIA VEGA,Šiauriniai merlangai Fish'ka,,20g,10.00,4751013350083
Rusnės žuvis,Vytinta paprastoji stintenė (neišdarinėta),,150-300g,110/kg,251473200
Rusnės žuvis,Vytinta paprastoji kuoja (neišdarinėta),,200-600g,110/kg,251473000
MSDM,Pjaustyti sūdyti ir vytinti kalmarai,Dried squid shredded,36g,20.00,4260147170158
MSDM,Pikantiški sūdyti ir vytinti kalmarai,Dried squid shredded with chilli,36g,20.00,4260147170349
MSDM,Parūkyti kalmarai Jerky sūdyti,Smoked squid jerky,36g,20.00,4260147170509
MSDM,Sūdytos ir vytintos Indijos vandenyno stintos,Brushtooth lizardfish,36g,20.00,4260147170134
MSDM,Pikantiški sūdytų ir vytintų mankių grižinėliai,Pacific Cod with chilli,36g,20.00,4260147170288
MSDM,Sūdytos ir vytintos stauridės,Yellow striped trevally,36g,20.00,4260147170028
,KUKURŪZŲ LAZDELĖS/ TRAŠKUČIAI,,kg,"Price, DKK",EAN code
Aga,"Saldžios, pūstos, glaistytos kukurūzų lazdelės CHRUSTIK",,130g,12.00,4770683114016
Naujasis Nevėžis,Saldžios kukurūzų lazdelės OHO,,285g,17.00,4770149207887
Naujasis Nevėžis,Kukurūzų lazdelės OHO,,210g,17.00,4770149207870
Naujasis Nevėžis,Saldžios kukurūzų lazdelės OHO su cukrumi,,110g,12.00,4770149203179
Naujasis Nevėžis,Saldžios kukurūzų lazdelės OHO braškių skonio,,110g,12.00,4770149203186
Naujasis Nevėžis,Saldžios kukurūzų lazdelės OHO su sutirštintu pienu,,110g,12.00,4770149203193
Setrida,Kukurūzų lazdelės POKO saldžios,,130g,6.00,4770732194464
Setrida,Kukurūzų lazdelės karamelėje POKO,,100g,12.00,4770732196246
Morkūnas,Kukurūzų lazdelės,,210g,15.00,4770231191155
Morkūnas,Kukurūzų lazdelės cukruje ,,70g,6.00,4770231191018
Morkūnas,Kukurūzų lazdelės cukruje ,,285g,?,4770231191162
Morkūnas,Saldūs kukurūzų traškučiai,,45g,10.00,4770231191100
Morkūnas,Saldūs kukurūzų traškučiai su skr.žem.riešutais,,80g,10.00,4770231191124
Morkūnas,Saldūs pūsti ryžiai,,27g,10.00,4770231191131
Javinė,Kukurūzų žiedeliai,,100g,11.00,4770049085103
Javinė,Ryžių žiedeliai,,100g,11.00,4770049064023
,KUKURŪZŲ SPRAGĖSIAI,,kg,"Price, DKK",EAN code
Estrella,Kukurūzų spragėsiai sviesto skonio (spraginimui mikrobangų krosnelėje),,90g,12.00,7310532160442
Estrella,Kukurūzų spragėsiai saldūs (spraginimui mikrobangų krosnelėje),,90g,12.00,4779028343166
,SAULĖGRĄŽŲ SĖKLOS,,kg,"Price, DKK",EAN code
Granex,Saulėgrąžų sėklos Y.E.S. Kepintos,,150g,15.00,4770266129598
Granex,"Saulėgrąžų sėklos Y.E.S. Juodos, kepintos",,150g,15.00,4770266129604
Granex,"Saulėgrąžų sėklos Y.E.S. Kepintos, citrinos skonio",,150g,15.00,4770266129574
Granex,"Saulėgrąžų sėklos Y.E.S. Kepintos, su druska",,150g,15.00,4770266129611
Granex,"Saulėgrąžų sėklos Y.E.S. Kepintos, čili skonio",,,,
,RIEŠUTAI/ TRAŠKUČIAI,,kg,"Price, DKK",EAN code
Zm food,Žemės riešutai “Jėga” su paprika,,70g,8.00,4771173208024
Zm food,Žemės riešutai “Jėga” su svogūnais,,70g,8.00,4771173208079
Zm food,Žemės riešutai “Jėga” berbekiu skonio,,70g,8.00,4771173208208
Zm food,Žemės riešutai “Jėga” su čili pipirais,,70g,8.00,4771173208215
Javinė,Traškučiai “JAVI SNACKS” aitriųjų paprikų skonio,,90g,10.00,4770049061220
javinė,Traškučiai “JAVI SNACKS” sūrio skonio,,90g,10.00,4770049061336
Javinė,Traškučiai “JAVI SNACKS” gritinės ir svogūnų skonio,,90g,10.00,4770049061084
Daisena,Skrudinti ir sūdyti žemės riešutai,,80g,10.00,4771632084282
,ARBATA/ KAVA/ KAVOS GĖRIMAI/ KAKAVA/ SOJŲ GĖRIMAS,,kg,"Price, DKK",EAN code
Švenčionių vaistažolės,ETNO kmynų arbata,,50g,15.00,4771645218643
Švenčionių vaistažolės,ETNO liepžiedžių arbata,,15g,15.00,4771645218674
Švenčionių vaistažolės,"ETNO erškėtuogių, kmynų ir melisų arbata",,15g,15.00,4771645218704
Švenčionių vaistažolės,ETNO žolelių arbata “Aksominis Vakaras” su pipirmečių ir aviečių lapais ir ramunėlių žiedais,,33g,27.00,4771645121967
Švenčionių vaistažolės,"ETNO žolelių arbata “Šiltas Prisiminimas” su ramunėlių žiedais, pipirmečių lapais ir čiobrelių žole",,33g,27.00,4771645121950
Švenčionių vaistažolės,"ETNO vais. arbata “Vaisinis Malonumas” su kinrožėm, erškėčiais, pipiraispais ir miško uogom",,44g,27.00,4771645122667
Švenčionių vaistažolės,ETNO  šaltalankių arbata “Gamtos Gurkšnis” su erškėčių vaisiais,,30g,12.00,4771645217929
Kavinuko prekyba,Žalioji arbata su ženšeniu ir citrina ,,250g,95.00,4770283336603
Jacobs,Kava “Jacobs” Kronung (malta),,250g,49.00,5901480000724
Jacobs,Kava “Jacobs” Kronung espesso (malta),,250g,49.00,7622300472528
Jacobs,Kava “Jacobs” Aroma (malta),,250g,49.00,5901480001332
Jacobs,Kava “Jacobs” Cronat Gold (malta),,250g,49.00,5901480002452
Jacobs,Kava “Jacobs” Cronat Gold (malta),,500g,?,5901480002445
Tchibo,Tirpi kava “Tchibo” Gold Selection,,100g,45.00,
Maxwell House,Tirpi kava “Maxwell House” ,,250g,49.00,5901480001370
Grana,Tirpioji kava “Inka”,,150g,15.00,5901154040018
Grana,Tirpioji kava “Inka fe” Golden lion,,150g,15.00,3800020030035
Gerovė,Gilių kava,,100g,42.00,4770123194561
Klingai,Kakavos milteliai,,80g,15.00,4770855211192
Kornita,Tirpusis sojų gėrimas,,350g,30.00,8595054900069
Kornita,Tirpus sojų grietinėlės skonio gėrimas,,150g,15.00,8595054900076
,MEDUS/ RIEŠUTŲ SVIESTAS,,kg,"Price, DKK",EAN code
Šerkšno medus,“Šerkšno medus” su juodaisiais serbentais,,200g,70.00,4779031640276
Šerkšno medus,“Šerkšno medus” su spanguolėmis,,200g,70.00,4779031640245
Šerkšno medus,“Šerkšno medus” su mėlynėmis,,200g,70.00,4779031640269
Šerkšno medus,“Šerkšno medus” su pikiu,,200g,70.00,4779031640191
Bajoriškių,Medaus skonio gaminys,,650g,24.00,4770211222237
Vinnis,Liepžiedžių medus,,500g,75.00,4750241111336
Vinnis,Įvairių gėlių žiedų medus,,500g,75.00,4750241111237
Vinnis,Įvairių gėlių žiedų medus,,300g,35.00,4750241111220
Vinnis,Grikių žiedų medus,,300g,35.00,4750241111725
Korio,Medus,,1 kg,75.00,4779028060216
Rūta,Žemės riešutų sviestas,,350g,36.00,4770123196206
,SUTIRŠTINTAS PIENAS,,kg,"Price, DKK",EAN code
Rokiškio,Sutirštintas pienas (saldintas),,397g,17.00,4770245049046
Marijam. Pieno Grupė,"Sutirštintas karamelizuotas, saldintas pienas “Rududu”",,397g,22.00,4770209044070
Marijam. Pieno Grupė,Sutirštintas sterilizuotas pienas (nesaldintas),,320g,14.00,4770209042038
Marijam. Pieno Grupė,Sutirštintas pienas su kakava (saldintas),,385g,24.00,4770209042205
Marijam. Pieno Grupė,Sutirštintas pienas su kava (saldintas),,385g,25.00,4770209042199
Provincijos,Sutirštintas pienas (saldintas),,397g,17.00,4771459333471
Ž. Marčiausko,Karamelizuotas sutirštintas pienas,,397g,17.00,4771173209458
,UOGIENĖ/ DŽEMAS,,kg,"Price, DKK",EAN code
Gerovė,Spanguolių džemas,,540g,35.00,4770321348155
Kėdainių kons fabr,Bruknių džemas,,540g,30.00,4770583207245
Kėdainių kons fabr,Braškių džemas,,540g,30.00,4770583207252
Kėdainių kons fabr,Mėlynių džemas,,540g,30.00,4770583207269
Kėdainių kons fabr,Spanguolių džemas,,540g,30.00,4770583207399
Kėdainių kons fabr,Vyšnių džemas,,540g,30.00,4770583207511
Kėdainių kons fabr,Aviečių džemas,,540g,30.00,4770583207429
Kėdainių kons fabr,Uogienė juodųjų serbentų,,430g,26.00,4770583215172
Kėdainių kons fabr,Uogienė braškių,,430g,26.00,4770583215295
Kėdainių kons fabr,Uogienė aviečių,,430g,26.00,4770583215196
Kėdainių kons fabr,Uogienė vyšnių,,430g,26.00,4770583215288
Kėdainių kons fabr,Uogienė mėlynių,,430g,26.00,4770583215189
Kėdainių kons fabr,Uogienė bruknių,,430g,26.00,4770583215301
Kėdainių kons fabr,Uogienė aviečių su mėtomis,,430g,26.00,4770583215905
Kėdainių kons fabr,Spanguolės trintos su cukrumi,,420g,26.00,4770583216834
Kėdainių kons fabr,Juodieji serbentai trinti su cukrumi,,420g,26.00,4770583216810
Kėdainių kons fabr,Juodieji serbentai trinti su cukrumi,,540g,30.00,4770583207290
Kėdainių kons fabr,Obuoliai trinti su cukrumi,,480g,28.00,4770583207467
,VAIKIŠKOS KOŠYTĖS,,kg,"Price, DKK",EAN code
Biogami,Ekologiškos ryžių kruopytės “Mamuko košė” (nuo 4 mėnesių),,240gr,35.00,4779032700214
Biogami,Ekologiškos šviežių grikių kruoytės “Mamuko košė” (nuo 4 mėmesių),,240gr,35.00,4779032700191
Biogami,Ekologiškos grikių kruopytės “Mamuko košė” (nuo 6 mėnesių),,240gr,35.00,4779032700108
Biogami,"Ekologiški avižių, šviežių grikių ir miežių traiškyti grūdai “Mamuko košė” (mažiems ir dideliems)",,240gr,35.00,4779032700276
Biogami,"Ekologiški avižių, šviežių grikių, miežių, spelta kviečių ir rugių traiškyti grūdai “Mamuko košė”",,240gr,35.00,4779032700283
Biogami,"Ekologiški spelta kviečių, šviesių grikių ir miežių traiškyti grūdai “Mamuko košė”",,240gr,35.00,4779032700290
Biogami,"Ekologiškų avižių, šviesių grikių ir miežių kruopyčių mišinys “Mamuko košė” (nuo 6 mėn)",,240gr,35.00,4779032700252
Biogami,Ekologiškų avižių ir kukurūzų kruopyčių mišinys “Mamuko košė” (nuo 6 mėn),,240gr,35.00,4779032700115
Biogami,"Ekologiškų avižių, šviesių grikių, miežių, spelta kviečių ir rugių kruopyčių mišinys “Mamuko košė)",,240gr,35.00,4779032700238
Biogami,"Ekologiškų spelta kviečių, grikių ir ryžių kruopyčių mišinys “Mamuko košė” (nuo 6 mėn)",,240gr,35.00,4779032700122
,SAUSI PUSRYČIAI,,kg,"Price, DKK",EAN code
Nevėžis,Sausi pusryčiai “OHO” kviečiai su medumi,,250g,25.00,4770149205050
Nevėžis,Sausi pusryčiai “OHO” kviečiai su medumi,,180g,?,4770149202431
Nevėžis,Sausi pusryčiai “OHO” dribsniai su cinamonu,,250g,25.00,4770149205074
Nevėžis,Sausi pusryčiai “OHO” braškių skonio dribsniai,,250g,25.00,4770149205326
Nevėžis,"Sausi pusryčiai OHO “Trys draugai” (kakav. meškučiai, saldieji liūtukai ir karamėliniai krokodilai)",,175g,23.00,4770149203414
Nestle,Sausi pusryčiai “Nesquik” ,,250g,30.00,5900020000576
Nestle,Sausi pusryčiai “Nesquik” Duo,,225g,30.00,5900020013491
Nestle,Sausi pusryčiai “Nesquik” Duo,,460g,50.00,5900020013514
,MARINUOTI/ RAUGINTI AGURKAI,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Marinuoti agurkai “Geras vaizdelis”,,660g (330g),18.00,4770583201588
Kėdainių kons fabr,Marinuoti agurkai “Geras vaizdelis”,,880g (440g),20.00,4770583201106
Kėdainių kons fabr,"Marinuotas agurkėlis ""After Party"" (labai įdomus produktas)",,230g (60g),12.00,4770583215103
Kėdainių kons fabr,Marinuoti agurkai “Kedainių”,,660g (330g),18.00,4770583201892
Kėdainių kons fabr,Marinuoti agurkai “Kedainių”,,880g (440g),20.00,4770583201991
Kėdainių kons fabr,Marinuoti agurkai,,660g (330g),18.00,4770583201335
Kėdainių kons fabr,Marinuoti agurkai,,880g (440g),20.00,4770583201816
Kėdainių kons fabr,Marinuoti agurkai,,"3kg (1,5kg)",55.00,4770583201687
Kėdainių kons fabr,"Marinuoti agurkai, nepjaustyti, silpnai rūgštūs",,"1,5kg (785g)",40.00,4770583201618
Kėdainių kons fabr,"Marinuoti agurkai, nepjaustyti, silpnai rūgštūs",,"3kg (1,5kg)",55.00,4770583201687
Kėdainių kons fabr,Marinuoti agurkai “Močiutės”,,880g (440g),20.00,4770583201373
Kėdainių kons fabr,"Marinuoti agurkėliai, silpnai rūgštūs",,480g (250g),16.00,4770583201717
Kėdainių kons fabr,"Marinuoti agurkėliai, silpnai rūgštūs",,720,18.00,
Spilva,"Marinuoti agurkėliai, 670g (Spilva)",,670,25.00,
Sanitex,Marinuoti agurkai “Profi”,Pickled cucumbers sweet and sour “Profi”,4 kg,60.00,4771459047170
Kėdainių kons fabr,Rauginti agurkai NAMINIAI kibirėlyje,,1.4kg (770g),30.00,4770583215837
Kėdainių kons fabr,Šviežiai rauginti agurkai kibirėlyje,,1.5kg (760g),30.00,4770583215691
Kėdainių kons fabr,Rauginti agurkai vakuume,,500g,16.00,
Kėdainių kons fabr,Rauginti agurkai vakuume,,1000 g,20.00,4770583215660
Kėdainių kons fabr,Rauginti “Naminiai” agurkai,,860g (470g),20.00,4770583205937
,KONSERVUOTI POMIDORAI/ POMIDORAI IR PATISONAI/ PATISONAI,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Konservuoti “Naminiai” raudoni pomidorai,,680g (340g),15.00,4770583201427
Kėdainių kons fabr,"Konservuoti “Naminiai” raudoni pomidorai, nepjastyti",,"1,6kg (800g)",25.00,4770583202066
Kėdainių kons fabr,"Konservuoti “Naminiai” raudoni pomidorai, nepjastyti",,"3kg (1,5kg)",55.00,4770583207238
Kėdainių kons fabr,"Konservuoti žali pomidorai, nepjaustyti",,660g (330g),15.00,4770583207764
Kėdainių kons fabr,"Konservuoti žali pomidorai, nepjaustyti",,"3kg (1,5kg)",55.00,4770583201625
Kėdainių kons fabr,Konservuoti patisonai ir pomidorai,,900g (450g),20.00,4770583215868
Kėdainių kons fabr,"Konservuoti raudonieji pomidorai be acto, nepjaustyti, su baziliku",,680g (370g),20.00,4770583215516
Kėdainių kons fabr,Raudonieji pomidor nepjaustyti 3.0,,,49.00,
Taste Land,Pomidorai savo sultyse,Tomatoes in own juice,660g (330g),16.00,4771459047439
Kėdainių kons fabr,Konservuoti patisonai,,500g (250g),?,4770583215851
,KONSERVUOTOS RŪGŠTYNĖS/,,kg,"Price, DKK",EAN code
Daumantų,Konservuotos rūgštynės,,280g,14.00,
Kėdainių kons fabr,Konservuotos rūgštynės,,300g,14.00,4770583215844
Kėdainių kons fabr,Konservuotos rūgštynės,,480g,16.00,4770583205135
,RAUGINTI KOPŪSTA/,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Rauginti kopūstai,,880g,25.00,4770583201755
Kvedarų ūkis,"Rauginti kopūstai, kibirėlyje",,1000,27.00,
Kėdainių kons fabr,Rauginti kopūstai NAMINIAI kibirėlyje,,880g,25.00,4770583205517
,MARINUOTI/ KONSERVUOTI/ VIRTI BUROKĖLIAI,,kg,"Price, DKK",EAN code
Daumantų,"Marinuoti burokėliai Tradiciniai (tarkuoti, silpnai rūgštūs)",,500g (320g),15.00,4770491215639
Kėdainių kons fabr,Marinuoti burokėliai,,480g,16.00,4770583201151
Kėdainių kons fabr,Marinuoti burokėliai,,900g (495g),19.00,4770583202011
Kėdainių kons fabr,"Konservuoti burokėliai , pjaustyti obuolių sultyse",,480g,16.00,4770583201267
Kėdainių kons fabr,"Naminiai virti burokėliai (lupti, vakuume)",,500g,10.00,4770583205920
,KONSERVUOTI ŽIRNELIAI/ KUKURŪZAI/ PUPELĖS,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Konservuoti žalieji žirneliai,,690g (450g),16.00,4770583214687
Kėdainių kons fabr,Konservuoti kukurūzai skardinėje,,340g (285g),10.00,4770583216070
Kėdainių kons fabr,Konservuotos pupelės padaže,,500g (250g),20.00,4770583214922
,MIŠRAINĖS/ / SALOTOS,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,GRYBAUTOJŲ mišrainė,,480g,30.00,4770583205265
Kėdainių kons fabr,Baltoji mišrainė,,500g,16.00,4770583215684
Kėdainių kons fabr,Burokėlių mišrainė su žirneliais VINEGRET,,480g,16.00,4770583205500
Kėdainių kons fabr,Borikėlių salotos su svogūnais,,480g,16.00,4770583205173
Kėdainių kons fabr,Aštrių morkų salotos,,480g,17.00,4770583205685
Kėdainių kons fabr,Aštrios agurkų salotos,,480g,17.00,4770583205807
Kėdainių kons fabr,Aštrios burokėlių salotos,,480g,17.00,4770583201212
,PARUOŠTAS MAISTAS STIKLAINIUOSE,ALLREADY MADE FOOD IN GLASS,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Plovas su kiauliena,,480g,25.00,4770583214410
Kėdainių kons fabr,Troškinys daržovių su grybais,,480g,20.00,4770583201298
Kėdainių kons fabr,Grikių košė su mėsa,,480g,25.00,4770583214595
,UŽKANDA,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Žirniai su rūkytomis ausytėmis “Užkanda prie alaus”,,520g,25.00,4770583215899
Kėdainių kons fabr,Žirniai su spirgučiais “Užkanda prie alaus”,,520g,25.00,4770583215882
Gerovė,Žirniai su kumpiu (tinka prie alaus),,500g,25.00,4770321107158
Gerovė,Užkandis aštrus,,500g,16.00,4770321106151
,KONSERVAI,,kg,"Price, DKK",EAN code
Biovela,“Turistų pusryčiai” iš kiaulienos,Tourist breakfast (pork),240gr,18.00,4770118402169
Biovela,Kapotas kiaulienos kumpis,Chopped pork ham,240gr,24.00,4770118402206
Biovela,Kapotas jautienos kumpis,Chopped beef ham,240g,25.00,4770118402145
Biovela,Kapotas elnienos kumpis,Chopped venison ham,240g,25.00,4770118402176
Biovela,Troškinta jautiena,Steamed beef meat,240gr,25.00,4770118402152
Biovela,Grikiai su mėsa,Buckwheat with meat,240gr,18.00,4770118402121
Biovela,Vištienos kumpeliai drebučiuose,Chicken thigh in aspic,240gr,20.00,4770118402220
Biovela,Kepenų paštetas,Lived pate,240gr,18.00,4770118402190
Biovela,Kapotas šernienos kumpis,,240gr,35.00,4770118402183
,SRIUBOS STIKLAINIUOSE,,kg,"Price, DKK",EAN code
Kėdainių kons fabr,Burokėlių sriuba,,480g,20.00,4770583214014
Kėdainių kons fabr,Barščiai su baravykais,,480g,25.00,4770583205111
Kėdainių kons fabr,Barščiai ukrainietiški,,480g,20.00,4770583205845
Kėdainių kons fabr,Barščiai su raugintais kopūstais,,480g,20.00,4770583205241
Kėdainių kons fabr,Barščiai su šviežiais kopūstais,,480g,20.00,4770583214021
Kėdainių kons fabr,Rūgštynių sriuba su rūkyta šonine,,480g,20.00,4770583214717
Kėdainių kons fabr,Charčio sriuba,,480g,25.00,4770583214755
Kėdainių kons fabr,Guliašo sriuba,,480g,25.00,4770583214540
Kėdainių kons fabr,Raugintų agurkų sriuba,,480g,20.00,4770583205203
Kėdainių kons fabr,Sriuba su grybais,,480g,25.00,4770583214038
Kėdainių kons fabr,Šiupinys iš šviežių kopūstų su grybais,,480g,20.00,4770583214076
